plant_id,general_plant_id,threatened_plant_id,common_name,scientific_name,other_name,if_threatened,if_edible,if_indoors,if_medicinal,if_poisonous,if_fruits,if_flowers,sun_expose,watering,plant_cycle,growth_rate
3175,,3175,Flame Grevillea,Grevillea dimorpha,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre to Medium Shrub 1 to 3 metres,
3176,,3176,Green Grevillea,Grevillea jephcottii,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3177,,3177,Genoa Grevillea,Grevillea parvula,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3178,,3178,Crimson Grevillea,Grevillea polybractea,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3179,,3179,Rock Grevillea,Grevillea willisii,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Large Shrub above 3 metres,
3180,,3180,Prostrate Cone-bush,Isopogon prostratus,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3181,,3181,Scael Rush,Lepyrodia anarthria,,True,False,False,False,False,False,False,"[""Full Sun""]",,Grass or Grasslike,
3182,,3182,Alpine Sunray,Leucochrysum alpinum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3183,,3183,Cabbage Fan-palm,Livistona australis,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Tree 10 to 20 metres,
3184,,3184,Mountain Mat-rush,Lomandra oreophila,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3185,,3185,Slender Myoporum,Myoporum floribundum,,True,False,False,False,False,False,False,"[""Part Shade, Shade""]",,Medium Shrub 1 to 3 metres,
3186,,3186,Velvet Daisy-bush,Olearia pannosa subsp. cardiophylla,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3187,,3187,Morning Flag,Orthrosanthus multiflorus,,True,False,False,False,False,False,False,"[""Part Shade""]",,Grass or Grasslike,
3188,,3188,Ovens Everlasting,Ozothamnus stirlingii,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3189,,3189,Forest Phebalium,Phebalium squamulosum subsp. squamulosum,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3190,,3190,Narrow-leaf Wax-flower,Philotheca angustifolia subsp. montana,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3191,,3191,Golden Pomaderris,Pomaderris aurea,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3192,,3192,Snow Wallaby-grass,Rytidosperma nivicola,,True,False,False,False,False,False,False,"[""Full Sun""]",,Grass or Grasslike,
3193,,3193,Tiny Spyridium,Spyridium cinereum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3194,,3194,Hairy Darling-pea,Swainsona greyana,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3195,,3195,Errinundra Pepper,Tasmannia xerophila subsp. robusta,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub above 3 metres,
3196,,3196,Paper Flower,Thomasia petalocalyx,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3197,,3197,Milfoil Speedwell,Veronica nivea,,True,False,False,False,False,False,False,"[""Part Shade""]",,Herbaceous Perennial,
3198,,3198,Grampians Zieria,Zieria oreocena,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3199,,3199,Sandfly Zieria,Zieria smithii,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3200,,3200,Alpine Bootlace Bush,Pimelea axiflora subsp. alpina,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
