general_plant_id,sunlight,watering,drought_tolerant,absolute_min_temp_c
968,"[""full sun"", ""part shade""]",Average,True,-34.4
969,"[""Sun""]",Minimum,True,-34.4
970,"[""Full sun""]",Minimum,False,-34.4
971,"[""Full sun""]",Minimum,True,-23.3
972,"[""Full sun"", ""part shade""]",Minimum,True,-17.8
973,"[""Full sun""]",Minimum,True,-28.9
974,"[""full sun"", ""part shade""]",Average,True,-40.0
975,"[""full sun"", ""part shade""]",Minimum,True,-40.0
976,"[""Sun""]",Minimum,True,-40.0
977,"[""full sun"", ""part sun/part shade""]",Average,True,-40.0
978,"[""Full sun""]",Minimum,False,-34.4
979,"[""full sun"", ""part shade""]",Minimum,True,-28.9
980,"[""Full sun""]",Minimum,True,-34.4
981,"[""Full sun""]",Minimum,True,-28.9
982,"[""Full sun""]",Minimum,True,-23.3
983,"[""Full sun""]",Minimum,True,-28.9
984,"[""full sun"", ""part shade""]",Average,True,-40.0
985,"[""full sun"", ""part shade""]",Minimum,True,-40.0
986,"[""full sun"", ""part shade""]",Minimum,True,-40.0
987,"[""Part shade""]",Minimum,True,-12.2
988,"[""full sun"", ""part shade""]",Average,True,-1.1
989,"[""Full sun""]",Frequent,True,-1.1
990,"[""part sun/part shade""]",Average,False,-28.9
991,"[""Part shade"", ""full shade""]",Average,False,-28.9
992,"[""Full sun"", ""part shade""]",Frequent,True,-40.0
993,"[""Full sun"", ""part shade""]",Frequent,True,-34.4
994,"[""Full sun"", ""part shade""]",Frequent,True,-40.0
995,"[""Full sun"", ""part shade""]",Frequent,True,-34.4
996,"[""Full sun"", ""part shade""]",Frequent,True,-34.4
997,"[""Full sun"", ""part shade""]",Frequent,True,-34.4
998,"[""Part shade""]",Average,True,4.4
999,"[""full sun""]",Average,False,-28.9
1000,"[""Full sun"", ""part shade""]",Frequent,True,-23.3
1001,"[""full sun"", ""part shade""]",Average,True,-23.3
1002,"[""Partial Shade"", "" Shade""]",Frequent,False,-34.4
1003,"[""Shade""]",Average,True,-17.8
1004,"[""Part shade"", ""full shade""]",Frequent,False,-34.4
1005,"[""Part shade"", ""full shade""]",Frequent,True,-23.3
1006,"[""Part shade"", ""full shade""]",Frequent,True,-28.9
1007,"[""full sun""]",Average,True,-6.7
1008,"[""Sun""]",Minimum,True,-34.4
1009,"[""Sun""]",Frequent,False,-40.0
1010,"[""Sun""]",Frequent,True,-40.0
1011,"[""Sun""]",Frequent,True,-40.0
1012,"[""Sun""]",Frequent,False,-40.0
1013,"[""Full sun""]",Minimum,True,-40.0
1014,"[""Full sun"", ""part shade""]",Minimum,False,-28.9
1015,"[""Full sun""]",Minimum,True,-40.0
1016,"[""Full sun""]",Frequent,True,-40.0
1017,"[""Sun""]",Minimum,True,-40.0
1018,"[""Full sun Partial sun""]",Minimum,False,-40.0
1019,"[""Full sun Partial sun""]",Minimum,True,-40.0
1020,"[""Full sun Partial sun""]",Minimum,False,-40.0
1021,"[""Full sun"", ""part shade""]",Minimum,False,-34.4
1022,"[""Full sun""]",Minimum,True,-28.9
1023,"[""part shade""]",Average,True,-6.7
1024,"[""part shade""]",Average,False,-6.7
1025,"[""part shade""]",Minimum,False,-6.7
1026,"[""Full sun""]",Average,False,-40.0
1027,"[""Full sun""]",Average,False,-40.0
1028,"[""Full sun""]",Average,False,-40.0
1029,"[""Full sun""]",Average,False,-40.0
1030,"[""Full sun"", ""part shade""]",Average,False,-6.7
1031,"[""part shade""]",Frequent,True,-6.7
1032,"[""Full sun""]",Minimum,True,-28.9
1033,"[""Full sun""]",Average,False,-28.9
1034,"[""Full sun""]",Average,False,-23.3
1035,"[""Full sun"", ""part shade""]",Average,True,-23.3
1036,"[""part shade"", ""full shade""]",Average,True,-12.2
1037,"[""Part shade"", ""full shade""]",Average,True,-34.4
1038,"[""full sun"", ""part shade"", ""full shade""]",Average,False,-1.1
1039,"[""Partial Shade"", "" Shade""]",Minimum,False,-40.0
1040,"[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]",Average,False,-28.9
1041,"[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]",Average,True,-28.9
1042,"[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]",Average,False,-28.9
1043,"[""Part shade"", ""full shade""]",Average,True,-28.9
1044,"[""Full sun""]",Average,False,-28.9
1045,"[""Full sun""]",Average,True,-34.4
1046,"[""Full sun"", ""part shade""]",Average,False,-28.9
1047,"[""Full sun"", ""part shade""]",Average,False,-28.9
1048,"[""Full sun"", ""part shade""]",Average,True,-28.9
1049,"[""Full sun"", ""part shade""]",Average,True,-28.9
1050,"[""Full sun""]",Average,False,-34.4
1051,"[""Full sun""]",Average,False,-40.0
1052,"[""Full sun""]",Average,False,-34.4
1053,"[""Full sun""]",Average,True,-34.4
1054,"[""Full sun""]",Average,True,-34.4
1055,"[""Full sun""]",Average,True,-12.2
1056,"[""Part shade"", ""full shade""]",Average,False,-34.4
1057,"[""Part shade"", ""full shade""]",Average,False,-34.4
1058,"[""Part shade"", ""full shade""]",Average,False,-34.4
1059,"[""Part shade"", ""full shade""]",Average,False,-34.4
1060,"[""Part shade"", ""full shade""]",Average,False,-28.9
1061,"[""Part shade"", ""full shade""]",Average,False,-40.0
1062,"[""Part shade"", ""full shade""]",Average,False,-40.0
1063,"[""Part shade"", ""full shade""]",Average,False,-34.4
1064,"[""Part shade"", ""full shade""]",Average,False,-34.4
1065,"[""Part shade"", ""full shade""]",Average,False,-34.4
1066,"[""Part shade"", ""full shade""]",Average,False,-34.4
1067,"[""Part shade"", ""full shade""]",Average,False,-34.4
1068,"[""Part shade"", ""full shade""]",Average,False,-34.4
1069,"[""Part shade"", ""full shade""]",Average,False,-34.4
1070,"[""Part shade"", ""full shade""]",Average,False,-34.4
1071,"[""Part shade"", ""full shade""]",Average,False,-34.4
1072,"[""part shade""]",Average,False,-34.4
1073,"[""Part shade"", ""full shade""]",Minimum,False,-34.4
1074,"[""Part shade"", ""full shade""]",Average,False,-34.4
1075,"[""Part shade"", ""full shade""]",Average,False,-34.4
1076,"[""Part shade"", ""full shade""]",Average,False,-34.4
1077,"[""Part shade"", ""full shade""]",Average,False,-34.4
1078,"[""Part shade"", ""full shade""]",Average,False,-34.4
1079,"[""Part shade"", ""full shade""]",Average,False,-34.4
1080,"[""Part shade"", ""full shade""]",Average,False,-34.4
1081,"[""Part shade"", ""full shade""]",Average,False,-34.4
1082,"[""Part shade"", ""full shade""]",Average,False,-34.4
1083,"[""Part shade"", ""full shade""]",Average,False,-34.4
1084,"[""Part shade"", ""full shade""]",Average,False,-34.4
1085,"[""Part shade"", ""full shade""]",Average,False,-34.4
1086,"[""Part shade"", ""full shade""]",Average,False,-40.0
1087,"[""Part shade"", ""full shade""]",Average,False,-34.4
1088,"[""Part shade"", ""full shade""]",Average,False,-34.4
1089,"[""Part shade"", ""full shade""]",Average,False,-34.4
1090,"[""Part shade"", ""full shade""]",Average,False,-34.4
1091,"[""Part shade"", ""full shade""]",Average,False,-34.4
1092,"[""Part shade"", ""full shade""]",Average,False,-34.4
1093,"[""Part shade"", ""full shade""]",Average,False,-34.4
1094,"[""Part shade"", ""full shade""]",Average,False,-34.4
1095,"[""Part shade"", ""full shade""]",Average,True,-28.9
1096,"[""full sun"", ""part shade""]",Minimum,True,-40.0
1097,"[""Sun""]",Average,True,-40.0
1098,"[""full sun"", ""filtered shade""]",Minimum,True,-40.0
1099,"[""Part shade""]",Frequent,False,-34.4
1100,"[""Part shade""]",Frequent,False,-34.4
1101,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1102,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1103,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1104,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1105,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1106,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1107,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1108,"[""full sun"", ""part shade""]",Frequent,False,-34.4
1109,"[""Part shade""]",Frequent,False,-28.9
1110,"[""Part shade""]",Frequent,False,-34.4
1111,"[""part shade"", ""full sun""]",Frequent,False,-34.4
1112,"[""Full sun""]",Minimum,True,-17.8
1113,"[""Part shade"", ""full shade""]",Average,False,-28.9
1114,"[""Part shade"", ""full shade""]",Average,False,-34.4
1115,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1116,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1117,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1118,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1119,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1120,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1121,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1122,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1123,"[""part shade"", ""full shade""]",Average,False,-34.4
1124,"[""part shade"", ""full shade""]",Average,False,-34.4
1125,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1126,"[""Partial Shade"", "" Shade""]",Average,False,-34.4
1127,"[""Part shade"", ""full shade""]",Average,False,-34.4
1128,"[""Part shade"", ""full shade""]",Average,False,-40.0
1129,"[""Part shade"", ""full shade""]",Average,False,-28.9
1130,"[""deep shade"", ""filtered shade"", ""part sun/part shade""]",Average,False,-40.0
1131,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1132,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1133,"[""deep shade"", ""filtered shade"", ""part sun/part shade""]",Average,False,-40.0
1134,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1135,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1136,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1137,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1138,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1139,"[""Part shade"", ""full shade""]",Average,True,-34.4
1140,"[""Part shade"", ""full shade""]",Average,True,-28.9
1141,"[""Part shade"", ""full shade""]",Average,False,-34.4
1142,"[""Part shade"", ""full shade""]",Average,False,-34.4
1143,"[""Part shade"", ""full shade""]",Average,False,-28.9
1144,"[""full sun"", ""part shade""]",Average,True,-45.6
1145,"[""full sun"", ""part shade""]",Average,False,-28.9
1146,"[""Part shade"", ""full shade""]",Average,True,-23.3
1147,"[""full shade"", ""part shade""]",Frequent,True,-23.3
1148,"[""Part shade""]",Average,True,-23.3
1149,"[""part sun/part shade"", ""full sun""]",Average,True,-23.3
1150,"[""part shade""]",Average,True,-23.3
1151,"[""full sun"", ""part shade""]",Minimum,True,-34.4
1152,"[""full sun"", ""part shade""]",Minimum,True,-34.4
1153,"[""full sun"", ""part shade""]",Minimum,True,-34.4
1154,"[""Full sun""]",Frequent,True,-1.1
1155,"[""full sun"", ""part shade""]",Average,True,-1.1
1156,"[""Full sun"", ""part shade""]",Average,False,-12.2
1157,"[""full sun"", ""part shade""]",Average,True,-12.2
1158,"[""Full sun"", ""part shade""]",Average,True,-12.2
1159,"[""full sun"", ""part shade""]",Frequent,False,-17.8
1160,"[""Full sun""]",Frequent,True,-12.2
1161,"[""Full sun""]",Frequent,False,-28.9
1162,"[""Full sun"", ""part shade""]",Minimum,True,-12.2
1163,"[""full sun"", ""part shade""]",Average,True,-17.8
1164,"[""Full sun"", ""part shade""]",Average,True,-6.7
1165,"[""full sun"", ""part shade""]",Minimum,True,-28.9
1166,"[""full sun"", ""part shade""]",Minimum,False,-28.9
1167,"[""full sun"", ""part shade""]",Minimum,True,-28.9
1168,"[""full sun"", ""part shade""]",Minimum,True,-40.0
1169,"[""full sun"", ""part shade""]",Minimum,True,-40.0
1170,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1171,"[""Full sun"", ""part shade""]",Minimum,True,-40.0
1172,"[""Full sun""]",Minimum,False,-28.9
1173,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1174,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1175,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1176,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1177,"[""Full sun""]",Minimum,True,-23.3
1178,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1179,"[""Full sun"", ""part shade""]",Minimum,False,-34.4
1180,"[""Full sun""]",Minimum,True,-17.8
1181,"[""Full sun"", ""part shade""]",Minimum,True,-34.4
1182,"[""Full sun"", ""part shade""]",Minimum,False,-34.4
1183,"[""Full sun"", ""part shade""]",Minimum,True,-28.9
1184,"[""Full sun"", ""part shade""]",Minimum,True,-28.9
1185,"[""Sun""]",Minimum,True,-40.0
1186,"[""Full sun"", ""part shade""]",Minimum,False,-34.4
1187,"[""full sun"", ""part shade""]",Average,True,-6.7
1188,"[""full sun""]",Frequent,True,
1189,"[""full sun""]",Average,False,
1190,"[""full sun"", ""part shade""]",Average,True,-45.6
1191,"[""Full sun"", ""part shade""]",Average,True,-6.7
1192,"[""part sun/part shade""]",Average,True,-1.1
1193,"[""Part shade"", ""full shade""]",Average,True,-23.3
1194,"[""full sun"", ""part shade""]",Frequent,False,-1.1
1195,"[""full sun"", ""part shade""]",Average,False,-1.1
1196,"[""part shade"", ""full sun""]",Average,False,-1.1
1197,"[""full sun"", ""part sun/part shade""]",Average,False,-12.2
1198,"[""part shade""]",Average,False,-1.1
1199,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1200,"[""part shade"", ""full sun""]",Average,False,-1.1
1201,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1202,"[""part shade"", ""full shade""]",Average,False,-1.1
1203,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1204,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Frequent,False,-23.3
1205,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Frequent,False,-23.3
1206,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Frequent,False,-23.3
1207,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Frequent,False,-23.3
1208,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1209,"[""part sun/part shade"", ""full sun""]",Average,False,-12.2
1210,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1211,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1212,"[""part sun/part shade"", ""filtered shade""]",Average,False,4.4
1213,"[""part shade"", ""full shade""]",Average,False,-1.1
1214,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1215,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1216,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1217,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1218,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1219,"[""part shade"", ""filtered shade""]",Average,False,-1.1
1220,"[""part shade"", ""part sun/part shade""]",Frequent,False,-1.1
1221,"[""part sun/part shade"", ""filtered shade""]",Average,False,-1.1
1222,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1223,"[""part shade""]",Minimum,False,-1.1
1224,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1225,"[""part shade"", ""part sun/part shade""]",Average,False,-1.1
1226,"[""part sun/part shade"", ""full sun""]",Average,False,-6.7
1227,"[""full sun"", ""part shade""]",Average,True,-34.4
1228,"[""full sun"", ""part shade""]",Average,True,-34.4
1229,"[""full sun"", ""part shade""]",Average,True,-45.6
1230,"[""Part shade"", ""full shade""]",Average,True,-28.9
1231,"[""Part shade"", ""full shade""]",Average,True,-28.9
1232,"[""Part shade"", ""full shade""]",Average,True,-28.9
1233,"[""Part shade"", ""full shade""]",Average,True,-28.9
1234,"[""Full sun"", ""part shade""]",Average,True,-17.8
1235,"[""Full sun"", ""part shade""]",Minimum,True,-17.8
1236,"[""Full sun"", ""part shade""]",Minimum,True,-28.9
1237,"[""Full sun"", ""part shade""]",Minimum,True,-28.9
1238,"[""Part shade""]",Minimum,True,-17.8
1239,"[""Full sun""]",Minimum,True,-23.3
1240,"[""Full sun""]",Minimum,True,-34.4
1241,"[""Full sun""]",Minimum,True,-34.4
1242,"[""Full sun""]",Minimum,True,-34.4
1243,"[""Full sun""]",Minimum,True,-34.4
1244,"[""Full sun""]",Minimum,True,-34.4
1245,"[""Full sun""]",Minimum,True,-34.4
1246,"[""Full sun""]",Minimum,True,-34.4
1247,"[""Full sun""]",Minimum,True,-34.4
1248,"[""Full sun""]",Minimum,True,-34.4
1249,"[""Full sun""]",Minimum,True,-34.4
1250,"[""full sun"", ""part shade""]",Average,True,-34.4
1251,"[""Full sun""]",Minimum,True,-34.4
1252,"[""Full sun""]",Minimum,False,-34.4
1253,"[""Full sun""]",Minimum,True,-34.4
1254,"[""Full sun""]",Minimum,True,-34.4
1255,"[""Full sun""]",Minimum,True,-34.4
1256,"[""full sun"", ""part shade""]",Minimum,True,-23.3
1257,"[""Part shade"", ""full shade""]",Average,False,-34.4
1258,"[""Part shade"", ""full shade""]",Average,True,-28.9
1259,"[""Part shade"", ""full shade""]",Average,True,-40.0
1260,"[""Part shade"", ""full shade""]",Average,True,-34.4
1261,"[""Part shade"", ""full shade""]",Average,True,-34.4
1262,"[""Part shade"", ""full shade""]",Average,True,-34.4
1263,"[""part shade"", ""full shade""]",Average,False,-34.4
1264,"[""Part shade"", ""full shade""]",Average,False,-34.4
1265,"[""Part shade"", ""full shade""]",Average,True,-40.0
1266,"[""Part shade"", ""full shade""]",Average,True,-34.4
1267,"[""Part shade"", ""full shade""]",Average,True,-34.4
1268,"[""Part shade"", ""full shade""]",Average,True,-34.4
1269,"[""Full sun""]",Minimum,True,-34.4
1270,"[""full sun""]",Frequent,True,-34.4
1271,"[""Full sun""]",Minimum,True,-23.3
1272,"[""part shade"", ""part sun/part shade""]",Frequent,False,4.4
1273,"[""Full sun"", ""part shade""]",Average,True,-45.6
1274,"[""Full sun"", ""part shade""]",Average,False,-45.6
1275,"[""Full sun"", ""part shade""]",Average,True,-45.6
1276,"[""Full sun"", ""part shade""]",Average,False,-45.6
1277,"[""Full sun"", ""part shade""]",Average,False,-45.6
1278,"[""Full sun""]",Average,False,-45.6
1280,"[""Full sun"", ""part shade""]",Average,False,-45.6
1285,"[""Full sun"", ""part shade""]",Frequent,True,-34.4
1294,"[""Full sun""]",Average,False,-28.9
1295,"[""full sun"", ""part shade""]",Average,True,-28.9
1297,"[""full sun"", ""part shade""]",Average,True,-40.0
1298,"[""Part shade"", ""full shade""]",Average,True,-28.9
1299,"[""Part shade""]",Average,False,-28.9
1300,"[""Part shade""]",Average,True,-28.9
1301,"[""Part shade""]",Average,False,-28.9
1302,"[""Full sun""]",Average,False,-1.1
1303,"[""Partial Shade""]",Average,True,-40.0
1304,"[""Partial Shade""]",Average,True,-40.0
1305,"[""Partial Shade""]",Average,True,-40.0
1306,"[""Partial Shade""]",Average,True,-40.0
1308,"[""full sun"", ""part shade""]",Average,True,-45.6
1309,"[""Sun"", "" Partial Shade""]",Minimum,True,-34.4
1310,"[""Full sun""]",Minimum,True,-40.0
1311,"[""Full sun""]",Minimum,True,-40.0
1312,"[""Full sun""]",Minimum,True,-40.0
1313,"[""Full sun""]",Average,True,-45.6
1314,"[""Full sun""]",Average,True,-45.6
1315,"[""full sun"", ""part shade""]",Average,True,-45.6
1316,"[""full sun"", ""part shade""]",Average,True,-45.6
1317,"[""full sun"", ""part shade""]",Average,False,-45.6
1318,"[""full sun""]",Average,True,-45.6
1319,"[""full sun"", ""part shade""]",Average,True,-45.6
1320,"[""full sun"", ""part shade""]",Average,True,-45.6
1321,"[""full sun""]",Frequent,False,-45.6
1322,"[""full sun""]",Average,False,-45.6
1323,"[""full sun""]",Average,False,-45.6
1324,"[""full sun""]",Average,False,-45.6
1325,"[""full sun""]",Average,False,-45.6
1326,"[""full sun""]",Average,True,-45.6
1327,"[""full sun""]",Average,True,-45.6
1328,"[""full sun"", ""part shade""]",Average,False,-45.6
1329,"[""full sun"", ""part shade""]",Average,True,-45.6
1330,"[""full sun"", ""part shade""]",Average,False,-45.6
1331,"[""full sun"", ""part shade""]",Average,False,-45.6
1332,"[""full sun""]",Average,True,-45.6
1333,"[""full sun""]",Average,True,-45.6
1334,"[""full sun"", ""part shade""]",Average,True,-45.6
1335,"[""full sun"", ""part shade""]",Average,True,-45.6
1336,"[""full sun"", ""part shade""]",Average,True,-1.1
1337,"[""Full sun"", ""part shade""]",Minimum,True,-23.3
1338,"[""Full sun""]",Average,True,-34.4
1339,"[""full sun"", ""part shade""]",Minimum,False,-28.9
1342,"[""Full sun"", ""part shade""]",Average,True,-6.7
1343,"[""Full sun"", ""part shade""]",Average,False,-1.1
1344,"[""full sun""]",Average,False,-12.2
1345,"[""Full sun""]",Average,False,-12.2
1346,"[""Full sun""]",Average,False,-12.2
1347,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1348,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1349,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1350,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1351,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,False,-40.0
1352,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1353,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1354,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1355,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1356,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1357,"[""Deep shade"", "" Filtered shade"", "" Part sun/part shade""]",Average,True,-40.0
1358,"[""Part shade""]",Average,False,-40.0
1359,"[""Full sun""]",Minimum,True,-34.4
1360,"[""Full sun""]",Minimum,True,-40.0
1361,"[""Full sun""]",Frequent,True,-40.0
1362,"[""Full sun"", ""part shade""]",Average,True,-28.9
1363,"[""Full sun""]",Average,True,-28.9
1364,"[""Full sun""]",Average,False,-23.3
1365,"[""Full sun""]",Average,True,-28.9
1366,"[""full sun""]",Average,True,-28.9
1367,"[""full sun""]",Average,True,-28.9
1368,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1369,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1370,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1371,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1372,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1373,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1374,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1375,"[""full sun"", ""part sun/part shade""]",Average,True,-28.9
1376,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1377,"[""full sun"", ""part sun/part shade""]",Average,True,-28.9
1378,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1379,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1380,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1381,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1382,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1383,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1384,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1385,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1386,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1387,"[""Sun"", "" Partial Shade""]",Average,True,-28.9
1388,"[""Full sun""]",Average,True,-23.3
1389,"[""Full sun""]",Average,True,-12.2
1390,"[""Full sun""]",Average,True,-28.9
1391,"[""Full sun""]",Average,True,-28.9
1392,"[""Full sun""]",Average,True,-28.9
1393,"[""Full sun""]",Average,False,-17.8
1394,"[""Full sun""]",Average,True,-28.9
1395,"[""Full sun""]",Minimum,False,-12.2
1396,"[""Full sun""]",Average,True,-28.9
1397,"[""Full sun""]",Average,True,-23.3
1398,"[""Full sun""]",Average,True,-28.9
1399,"[""Full sun""]",Minimum,False,-6.7
1402,"[""full sun"", ""part shade""]",Average,True,-6.7
1403,"[""Full sun"", ""part shade""]",Average,False,-12.2
1404,"[""Full sun"", ""part shade""]",Average,True,-28.9
1405,"[""Full sun"", ""part shade""]",Average,False,-34.4
1406,"[""Full sun"", ""part shade""]",Average,False,-28.9
1407,"[""Full sun"", ""part shade""]",Average,False,-28.9
1408,"[""Full sun"", ""part shade""]",Average,False,-28.9
1409,"[""Full sun"", ""part shade""]",Average,True,-17.8
1410,"[""part sun/part shade"", ""full sun""]",Average,True,-23.3
1411,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,True,-23.3
1412,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1413,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1414,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1415,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,True,-23.3
1416,"[""filtered shade"", ""full sun only if soil kept moist"", ""part sun/part shade""]",Average,False,-23.3
1417,"[""part sun/part shade""]",Average,True,-23.3
1418,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1419,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1420,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1421,"[""Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-23.3
1422,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1423,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,True,-28.9
1424,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1425,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1426,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1427,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1428,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1429,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1430,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1431,"[""Deep shade"", ""Filtered shade"", ""Full sun only if soil kept moist"", ""Part sun/part shade""]",Average,True,-28.9
1432,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,True,-28.9
1433,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1434,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
