ID,Binomial,CommonName,FamilyCommonName,Class,Order,Family,Genus,Species,Subspecies,FunctionalGroup,EPBCStatus,IUCNStatus,MaxStatus,NationalPriorityTaxa,State,Region,RegionCentroidLatitude,RegionCentroidLongitude
5386,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5387,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5388,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5389,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5390,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5391,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5392,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5393,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5394,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5395,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5396,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5397,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5398,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5399,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5400,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5401,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5402,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5403,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5404,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5405,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5406,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5407,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5408,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5409,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5410,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5411,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5412,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5413,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5414,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5415,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5416,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5417,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5418,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5419,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5420,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5421,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5422,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5423,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5424,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5425,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5426,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5427,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5428,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5429,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5430,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5431,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Broughton,-33.59852723,138.730096
5432,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5433,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5434,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5435,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5436,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5437,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Broughton,-33.59852723,138.730096
5438,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5439,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5440,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5441,Pterostylis_despectans,Lowly Greenhood,,,Asparagales,Orchidaceae,Pterostylis,despectans,,Orchid,Endangered,,Endangered,No,South Australia,Olary Spur,-32.62683095,139.5561686
5442,Pterostylis_gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",,,Asparagales,Orchidaceae,Pterostylis,gibbosa,,Orchid,Endangered,,Endangered,No,New South Wales,Illawarra,-34.66180604,150.8782982
5443,Pterostylis_gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",,,Asparagales,Orchidaceae,Pterostylis,gibbosa,,Orchid,Endangered,,Endangered,No,New South Wales,Illawarra,-34.66180604,150.8782982
5444,Pterostylis_gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",,,Asparagales,Orchidaceae,Pterostylis,gibbosa,,Orchid,Endangered,,Endangered,No,New South Wales,Illawarra,-34.66180604,150.8782982
5445,Pterostylis_gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",,,Asparagales,Orchidaceae,Pterostylis,gibbosa,,Orchid,Endangered,,Endangered,No,New South Wales,Hunter,-32.52013869,151.1890475
5446,Pultenaea_sp_Genowlan_Point_NSW,,,,Fabales,Fabaceae,Pultenaea,sp.,Genowlan Point (NSW 417813),Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Capertee Uplands,-33.14247789,149.9850264
5447,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5448,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5449,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5450,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5451,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5452,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5453,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5454,Rhodamnia_rubescens,"Scrub Turpentine, Brown Malletwood",,,Myrtales,Myrtaceae,Rhodamnia,rubescens,,"Shrub,Tree",Critically Endangered,,Critically Endangered,No,Queensland,Burringbar-Conondale Ranges,-27.1534329,152.8243086
5455,Rutidosis_leptorhynchoides,Button Wrinklewort,,,Asterales,Asteraceae,Rutidosis,leptorhynchoides,,Herbaceous,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5456,Senecio_behrianus,"Stiff Groundsel, Behr's Groundsel",,,Asterales,Asteraceae,Senecio,behrianus,,Herbaceous,Endangered,,Endangered,Yes,Victoria,Victorian Riverina,-36.31880487,144.9278026
5457,Senecio_behrianus,"Stiff Groundsel, Behr's Groundsel",,,Asterales,Asteraceae,Senecio,behrianus,,Herbaceous,Endangered,,Endangered,Yes,Victoria,Murray Fans,-35.83762242,144.789927
5458,Senecio_behrianus,"Stiff Groundsel, Behr's Groundsel",,,Asterales,Asteraceae,Senecio,behrianus,,Herbaceous,Endangered,,Endangered,Yes,Victoria,Victorian Riverina,-36.31880487,144.9278026
5459,Senecio_behrianus,"Stiff Groundsel, Behr's Groundsel",,,Asterales,Asteraceae,Senecio,behrianus,,Herbaceous,Endangered,,Endangered,Yes,Victoria,Victorian Riverina,-36.31880487,144.9278026
5460,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5461,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5462,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5463,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5464,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5465,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Tintinara,-35.97157537,139.9875087
5466,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Goldfields,-36.85791566,143.9087018
5467,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5468,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5469,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5470,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5471,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5472,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5473,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5474,Senecio_macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",,,Asterales,Asteraceae,Senecio,macrocarpus,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5475,Senecio_megaglossus,Superb Groundsel,,,Asterales,Asteraceae,Senecio,megaglossus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Southern Flinders,-32.48331644,138.2653766
5476,Senecio_megaglossus,Superb Groundsel,,,Asterales,Asteraceae,Senecio,megaglossus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Southern Flinders,-32.48331644,138.2653766
5477,Senecio_megaglossus,Superb Groundsel,,,Asterales,Asteraceae,Senecio,megaglossus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Southern Flinders,-32.48331644,138.2653766
5478,Senecio_megaglossus,Superb Groundsel,,,Asterales,Asteraceae,Senecio,megaglossus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Southern Flinders,-32.48331644,138.2653766
5479,Sphaerolobium_acanthos,Grampians Globe-pea,,,Fabales,Fabaceae,Sphaerolobium,acanthos,,Shrub,Critically Endangered,,Critically Endangered,No,Victoria,Greater Grampians,-37.25678172,142.3822528
5480,Sphaerolobium_acanthos,Grampians Globe-pea,,,Fabales,Fabaceae,Sphaerolobium,acanthos,,Shrub,Critically Endangered,,Critically Endangered,No,Victoria,Greater Grampians,-37.25678172,142.3822528
5481,Acacia_cochlocarpa_subsp_cochlocarpa,Spiral-fruited Wattle,,,Fabales,Fabaceae,Acacia,cochlocarpa,subsp. cochlocarpa,Shrub,Endangered,,Endangered,No,Western Australia,Lesueur Sandplain,-29.90694164,115.3829825
5482,Acacia_cochlocarpa_subsp_cochlocarpa,Spiral-fruited Wattle,,,Fabales,Fabaceae,Acacia,cochlocarpa,subsp. cochlocarpa,Shrub,Endangered,,Endangered,No,Western Australia,Lesueur Sandplain,-29.90694164,115.3829825
5483,Acacia_cochlocarpa_subsp_cochlocarpa,Spiral-fruited Wattle,,,Fabales,Fabaceae,Acacia,cochlocarpa,subsp. cochlocarpa,Shrub,Endangered,,Endangered,No,Western Australia,Lesueur Sandplain,-29.90694164,115.3829825
5484,Acacia_cochlocarpa_subsp_cochlocarpa,Spiral-fruited Wattle,,,Fabales,Fabaceae,Acacia,cochlocarpa,subsp. cochlocarpa,Shrub,Endangered,,Endangered,No,Western Australia,Lesueur Sandplain,-29.90694164,115.3829825
5485,Acacia_cochlocarpa_subsp_cochlocarpa,Spiral-fruited Wattle,,,Fabales,Fabaceae,Acacia,cochlocarpa,subsp. cochlocarpa,Shrub,Endangered,,Endangered,No,Western Australia,Lesueur Sandplain,-29.90694164,115.3829825
5486,Spyridium_furculentum,Forked Spyridium,,,Rosales,Rhamnaceae,Spyridium,furculentum,,Shrub,Endangered,,Endangered,Yes,Victoria,Wimmera,-36.5434572,142.1688746
5487,Spyridium_furculentum,Forked Spyridium,,,Rosales,Rhamnaceae,Spyridium,furculentum,,Shrub,Endangered,,Endangered,Yes,Victoria,Wimmera,-36.5434572,142.1688746
5488,Spyridium_furculentum,Forked Spyridium,,,Rosales,Rhamnaceae,Spyridium,furculentum,,Shrub,Endangered,,Endangered,Yes,Victoria,Lowan Mallee,-35.60727899,141.5734114
5489,Spyridium_furculentum,Forked Spyridium,,,Rosales,Rhamnaceae,Spyridium,furculentum,,Shrub,Endangered,,Endangered,Yes,Victoria,Lowan Mallee,-35.60727899,141.5734114
5490,Spyridium_furculentum,Forked Spyridium,,,Rosales,Rhamnaceae,Spyridium,furculentum,,Shrub,Endangered,,Endangered,Yes,Victoria,Lowan Mallee,-35.60727899,141.5734114
5491,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5492,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5493,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Murray Fans,-35.83762242,144.789927
5494,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Murray Mallee,-35.18624638,142.3331151
5495,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5496,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Wimmera,-36.5434572,142.1688746
5497,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5498,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5499,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5500,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Wimmera,-36.5434572,142.1688746
5501,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5502,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Murray Fans,-35.83762242,144.789927
5503,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5504,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5505,Swainsona_murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",,,Fabales,Fabaceae,Swainsona,murrayana,,Herbaceous,Vulnerable,Vulnerable,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5506,Swainsona_plagiotropis,"Red Darling-pea, Red Swainson-pea",,,Fabales,Fabaceae,Swainsona,plagiotropis,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Inland Slopes,-36.26694844,146.8284097
5507,Swainsona_plagiotropis,"Red Darling-pea, Red Swainson-pea",,,Fabales,Fabaceae,Swainsona,plagiotropis,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
5508,Swainsona_plagiotropis,"Red Darling-pea, Red Swainson-pea",,,Fabales,Fabaceae,Swainsona,plagiotropis,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Inland Slopes,-36.26694844,146.8284097
5509,Swainsona_plagiotropis,"Red Darling-pea, Red Swainson-pea",,,Fabales,Fabaceae,Swainsona,plagiotropis,,Herbaceous,Vulnerable,,Vulnerable,No,Victoria,Victorian Riverina,-36.31880487,144.9278026
