ID,Binomial,CommonName,FamilyCommonName,Class,Order,Family,Genus,Species,Subspecies,FunctionalGroup,EPBCStatus,IUCNStatus,MaxStatus,NationalPriorityTaxa,State,Region,RegionCentroidLatitude,RegionCentroidLongitude
5252,Persoonia_marginata,Clandulla Geebung,,,Proteales,Proteaceae,Persoonia,marginata,,Shrub,Vulnerable,Endangered,Endangered,No,New South Wales,Capertee Uplands,-33.14247789,149.9850264
5253,Persoonia_marginata,Clandulla Geebung,,,Proteales,Proteaceae,Persoonia,marginata,,Shrub,Vulnerable,Endangered,Endangered,No,New South Wales,Capertee Uplands,-33.14247789,149.9850264
5254,Persoonia_marginata,Clandulla Geebung,,,Proteales,Proteaceae,Persoonia,marginata,,Shrub,Vulnerable,Endangered,Endangered,No,New South Wales,Capertee Uplands,-33.14247789,149.9850264
5255,Persoonia_micranthera,Small-flowered Snottygobble,,,Proteales,Proteaceae,Persoonia,micranthera,,Shrub,Critically Endangered,Critically Endangered,Critically Endangered,Yes,Western Australia,Fitzgerald,-34.23074081,119.1504387
5256,Persoonia_micranthera,Small-flowered Snottygobble,,,Proteales,Proteaceae,Persoonia,micranthera,,Shrub,Critically Endangered,Critically Endangered,Critically Endangered,Yes,Western Australia,Fitzgerald,-34.23074081,119.1504387
5257,Phaius_australis,Lesser Swamp-orchid,,,Orchidales,Orchidaceae,Phaius,australis,,Orchid,Endangered,,Endangered,No,New South Wales,Yuraygir,-29.82068434,153.4153938
5258,Phaius_australis,Lesser Swamp-orchid,,,Orchidales,Orchidaceae,Phaius,australis,,Orchid,Endangered,,Endangered,No,New South Wales,Yuraygir,-29.82068434,153.4153938
5259,Phebalium_daviesii,"Davies' Waxflower, St Helens Waxflower",,,Sapindales,Rutaceae,Phebalium,daviesii,,Shrub,Critically Endangered,,Critically Endangered,Yes,Tasmania,Flinders,-40.43566564,147.8210816
5260,Phebalium_daviesii,"Davies' Waxflower, St Helens Waxflower",,,Sapindales,Rutaceae,Phebalium,daviesii,,Shrub,Critically Endangered,,Critically Endangered,Yes,Tasmania,Flinders,-40.43566564,147.8210816
5261,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5262,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5263,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5264,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5265,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5266,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5267,Phebalium_lowanense,Lowan Phebalium,,,Sapindales,Rutaceae,Phebalium,lowanense,,Shrub,Vulnerable,,Vulnerable,No,South Australia,Lowan Mallee,-35.64006379,140.609955
5268,Angianthus_phyllocalymmeus,Silver Candles,,,Asterales,Asteraceae,Angianthus,phyllocalymmeus,,Herbaceous,Vulnerable,,Vulnerable,No,South Australia,Talia,-33.79845532,134.7934883
5269,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5270,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5271,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5272,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5273,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5274,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5275,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5276,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5277,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5278,Pomaderris_cotoneaster,Cotoneaster Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,cotoneaster,,Shrub,Endangered,,Endangered,No,New South Wales,Burragorang,-34.22528357,150.3223691
5279,Pomaderris_delicata,,,,Rosales,Rhamnaceae,Pomaderris,delicata,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5280,Pomaderris_delicata,,,,Rosales,Rhamnaceae,Pomaderris,delicata,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Bungonia,-34.87182416,149.9592602
5281,Pomaderris_pallida,Pale Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,pallida,,Shrub,Vulnerable,,Vulnerable,No,New South Wales,Monaro,-36.13965496,149.1056612
5282,Pomaderris_pallida,Pale Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,pallida,,Shrub,Vulnerable,,Vulnerable,No,New South Wales,South East Coastal Ranges,-36.53324171,149.7389788
5283,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5284,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5285,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5286,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5287,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5288,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5289,Pomaderris_subplicata,Concave Pomaderris,,,Rosales,Rhamnaceae,Pomaderris,subplicata,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Central Victorian Uplands,-37.21970708,144.8841341
5290,Prasophyllum_affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,affine,,Orchid,Endangered,,Endangered,No,New South Wales,Jervis,-35.26523623,150.6600222
5291,Prasophyllum_crebriflorum,Crowded Leek-Orchid,,,Asparagales,Orchidaceae,Prasophyllum,crebriflorum,,Orchid,Endangered,,Endangered,No,Tasmania,West,-42.56615211,145.6211809
5292,Prasophyllum_frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,frenchii,,Orchid,Endangered,,Endangered,No,South Australia,Bridgewater,-37.34930962,140.0267898
5293,Prasophyllum_frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,frenchii,,Orchid,Endangered,,Endangered,No,South Australia,Bridgewater,-37.34930962,140.0267898
5294,Prasophyllum_frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,frenchii,,Orchid,Endangered,,Endangered,No,South Australia,Bridgewater,-37.34930962,140.0267898
5295,Prasophyllum_frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,frenchii,,Orchid,Endangered,,Endangered,No,South Australia,Bridgewater,-37.34930962,140.0267898
5296,Prasophyllum_frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",,,Asparagales,Orchidaceae,Prasophyllum,frenchii,,Orchid,Endangered,,Endangered,No,South Australia,Bridgewater,-37.34930962,140.0267898
5297,Prasophyllum_pallidum,Pale Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,pallidum,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Southern Flinders,-32.48331644,138.2653766
5298,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,Australian Capital Territory,Murrumbateman,-35.43401712,149.060159
5299,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,New South Wales,Inland Slopes,-34.1382346,148.3763939
5300,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,New South Wales,Inland Slopes,-34.1382346,148.3763939
5301,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,New South Wales,Inland Slopes,-34.1382346,148.3763939
5302,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,New South Wales,Inland Slopes,-34.1382346,148.3763939
5303,Prasophyllum_petilum,Tarengo Leek Orchid,,,Asparagales,Orchidaceae,Prasophyllum,petilum,,Orchid,Endangered,,Endangered,No,New South Wales,Monaro,-36.13965496,149.1056612
5304,Prasophyllum_pulchellum,Pretty Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,pulchellum,,Orchid,Critically Endangered,,Critically Endangered,No,Tasmania,Flinders,-40.43566564,147.8210816
5305,Prasophyllum_suaveolens,Fragrant Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,suaveolens,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5306,Prasophyllum_suaveolens,Fragrant Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,suaveolens,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5307,Prasophyllum_suaveolens,Fragrant Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,suaveolens,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5308,Prasophyllum_suaveolens,Fragrant Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,suaveolens,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5309,Prasophyllum_suaveolens,Fragrant Leek-orchid,,,Asparagales,Orchidaceae,Prasophyllum,suaveolens,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5310,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5311,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5312,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5313,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5314,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5315,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5316,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5317,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5318,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5319,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5320,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Fleurieu,-35.33131139,138.668376
5321,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5322,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5323,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5324,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5325,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5326,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5327,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5328,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5329,Prostanthera_eurybioides,Monarto Mintbush,,,Lamiales,Lamiaceae,Prostanthera,eurybioides,,Herbaceous,Endangered,,Endangered,No,South Australia,Tintinara,-35.97157537,139.9875087
5330,Prostanthera_galbraithiae,Wellington Mintbush,,,Lamiales,Lamiaceae,Prostanthera,galbraithiae,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Gippsland Plain,-38.38643205,146.2603928
5331,Prostanthera_galbraithiae,Wellington Mintbush,,,Lamiales,Lamiaceae,Prostanthera,galbraithiae,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Gippsland Plain,-38.38643205,146.2603928
5332,Prostanthera_galbraithiae,Wellington Mintbush,,,Lamiales,Lamiaceae,Prostanthera,galbraithiae,,Shrub,Vulnerable,,Vulnerable,No,Victoria,Gippsland Plain,-38.38643205,146.2603928
5333,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5334,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5335,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5336,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5337,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5338,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5339,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5340,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5341,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5342,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5343,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5344,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5345,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5346,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5347,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5348,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5349,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5350,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5351,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5352,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5353,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5354,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5355,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5356,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5357,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5358,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5359,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5360,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5361,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5362,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5363,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5364,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5365,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5366,Prostanthera_junonis,Somersby Mintbush,,,Lamiales,Lamiaceae,Prostanthera,junonis,,Shrub,Endangered,,Endangered,No,New South Wales,Pittwater,-33.68682216,151.3158186
5367,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5368,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5369,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5370,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5371,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5372,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5373,Prostanthera_palustris,Swamp Mint-bush,,,Lamiales,Lamiaceae,Prostanthera,palustris,,Shrub,Critically Endangered,,Critically Endangered,No,New South Wales,Clarence Lowlands,-29.24588835,153.2593919
5374,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Murray Lakes and Coorong,-35.77465865,139.2177927
5375,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5376,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5377,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5378,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5379,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5380,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5381,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5382,Pterostylis_arenicola,Sandhill Greenhood Orchid,,,Asparagales,Orchidaceae,Pterostylis,arenicola,,Orchid,Vulnerable,,Vulnerable,No,South Australia,St Vincent,-33.91392283,137.9381525
5383,Pterostylis_basaltica,Basalt Greenhood,,,Asparagales,Orchidaceae,Pterostylis,basaltica,,Orchid,Endangered,,Endangered,No,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563
5384,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
5385,Pterostylis_cucullata,Leafy Greenhood,,,Asparagales,Orchidaceae,Pterostylis,cucullata,,Orchid,Vulnerable,,Vulnerable,No,South Australia,Mount Lofty Ranges,-34.88766404,138.7623028
